,Analysts,Ticker,Report,Quarters,Points,Points_Estimate,Estimate_rate,Accuracy
2682,John Hecht,CACC,Jan 31,6,-42,-7,7.5%,22%
2683,John Hecht,WRLD,Jan 27,6,10,1.7,46.3%,53%
2684,John Hecht,CODI,Mar 2,6,-9,-1.5,87.0%,25%
2685,John Hecht,CRMT,Feb 21,6,-63,-10.5,27.3%,13%
2686,John Hecht,PYPL,Feb 2,5,-51,-9.3,12.0%,8%
2687,John Hecht,PNNT,Feb 9,5,1,0.2,10.9%,29%
2688,John Hecht,GDOT,Feb 23,3,-16,-4.6,38.9%,29%
2689,Analyst_8626722,PEP,Feb 10,10,70,7,3.4%,42%
2690,Analyst_8626722,TWTR,Feb 10,10,46,4.6,22.6%,42%
2691,Analyst_8626722,ADS,Jan 27,10,11,1.1,20.9%,38%
2692,Analyst_8626722,ALK,Jan 27,10,62,6.2,18.3%,36%
2693,Analyst_8626722,DAL,Jan 18,10,-33,-3.3,18.5%,32%
2694,Analyst_8626722,MNRO,Feb 3,10,-48,-4.8,15.7%,27%
2695,Analyst_8626722,BJRI,Feb 24,10,-13,-1.3,24.2%,31%
2696,Analyst_8626722,AAL,Jan 27,10,-82,-8.2,18.3%,26%
2697,Analyst_8626722,FSLR,Feb 24,10,53,5.3,46.5%,61%
2698,Analyst_8626722,UAL,Jan 18,10,-13,-1.3,21.7%,29%
2699,Analyst_8626722,BC,Jan 27,10,58,5.8,9.0%,38%
2700,Analyst_8626722,CMCSA,Jan 27,10,51,5.1,5.2%,39%
2701,Analyst_8626722,TMUS,Feb 10,10,84,8.4,9.6%,49%
2702,Analyst_8626722,TSLA,Feb 2,10,59,5.9,32.7%,45%
2703,Analyst_8626722,DPZ,Feb 24,10,88,8.8,5.8%,56%
2704,Analyst_8626722,NKE,Dec 20,9,75,8.3,14.1%,44%
2705,Analyst_8626722,RCL,Feb 2,9,24,2.7,20.7%,40%
2706,Analyst_8626722,MTN,Dec 9,9,37,4.1,11.9%,46%
2707,Analyst_8626722,BB,Dec 16,9,127,14.1,31.1%,57%
2708,Analyst_8626722,CAG,Jan 6,9,-7,-0.8,9.2%,27%
2709,Analyst_8626722,JNJ,Jan 25,9,142,15.8,4.7%,49%
2710,Analyst_8626722,DRI,Dec 17,9,129,14.3,12.2%,53%
2711,Analyst_8626722,CCL,Jan 25,9,73,8.1,19.9%,45%
2712,Analyst_8626722,IBM,Jan 24,8,78,9.8,1.4%,55%
2713,Analyst_8626722,PII,Feb 1,8,119,14.9,3.9%,55%
2714,Analyst_8626722,EBAY,Feb 2,8,172,21.5,1.5%,67%
2715,Analyst_8626722,SLB,Jan 21,8,55,6.9,3.4%,58%
2716,Analyst_8626722,KMI,Jan 19,8,178,22.3,3.6%,66%
2717,Analyst_8626722,GME,Mar 24,8,9,1.1,26.8%,38%
2718,Analyst_8626722,NFLX,Jan 18,8,176,22,7.5%,68%
2719,Bob S.,COST,Dec 9,18,109,6.1,3.4%,53%
2720,Bob S.,VEEV,Mar 1,18,-95,-5.3,9.1%,27%
2721,Bob S.,MSFT,Jan 27,18,32,1.8,6.4%,37%
2722,Bob S.,ANET,Feb 17,17,-54,-3.2,8.1%,32%
2723,Bob S.,SWBI,Mar 3,17,109,6.4,22.0%,45%
2724,Bob S.,HPQ,Feb 23,17,97,5.7,3.8%,54%
2725,Bob S.,JWN,Mar 3,17,95,5.6,11.7%,55%
2726,Bob S.,MELI,Feb 24,17,26,1.5,29.1%,46%
2727,Bob S.,WSM,Mar 16,17,59,3.5,6.3%,51%
2728,Bob S.,ULTA,Mar 10,17,132,7.8,3.8%,58%
2729,Bob S.,CERN,Feb 8,17,359,21.1,1.6%,68%
2730,Bob S.,COO,Mar 3,17,17,1,2.9%,46%
2731,Bob S.,MU,Dec 20,17,46,2.7,12.3%,54%
2732,Bob S.,EXPE,Feb 10,16,122,7.6,11.8%,60%
2733,Bob S.,BIDU,Feb 24,16,86,5.4,16.1%,42%
2734,Bob S.,KSS,Feb 24,16,168,10.5,5.4%,62%
2735,Bob S.,URBN,Mar 8,16,200,12.5,5.8%,62%
2736,Bob S.,NKE,Dec 20,16,7,0.4,7.9%,36%
2737,Bob S.,TJX,Mar 2,16,76,4.8,3.4%,48%
2738,Bob S.,BBBY,Jan 6,16,98,6.1,10.2%,59%
2739,Bob S.,CCL,Jan 25,16,-29,-1.8,6.7%,35%
2740,Bob S.,LULU,Dec 9,16,57,3.6,5.2%,54%
2741,Bob S.,HLT,Feb 16,16,194,12.1,5.3%,54%
2742,Bob S.,LVS,Jan 26,16,150,9.4,7.6%,54%
2743,Bob S.,CAKE,Feb 23,16,221,13.8,4.0%,54%
2744,Bob S.,BBWI,Feb 23,16,133,8.3,7.3%,53%
2745,Bob S.,AMZN,Feb 3,16,111,6.9,20.8%,55%
2746,Bob S.,FMC,Feb 9,16,95,5.9,7.2%,49%
2747,Bob S.,MDLZ,Feb 2,16,85,5.3,3.1%,43%
2748,Bob S.,STZ,Jan 6,16,37,2.3,5.5%,34%
2749,Analyst_656238,NFLX,Jan 18,12,188,15.7,7.3%,66%
2750,Analyst_656238,DPZ,Feb 24,11,65,5.9,5.8%,49%
2751,Analyst_656238,PEP,Feb 10,11,82,7.5,3.1%,46%
2752,Analyst_656238,MKC,Jan 27,11,41,3.7,4.2%,42%
2753,Analyst_656238,TSLA,Feb 2,11,67,6.1,28.4%,48%
2754,Analyst_656238,KO,Feb 9,10,176,17.6,2.2%,60%
2755,Analyst_656238,MSFT,Jan 27,10,208,20.8,4.7%,59%
2756,Analyst_656238,AVGO,Dec 9,10,65,6.5,2.2%,56%
2757,Analyst_656238,UAL,Jan 18,10,41,4.1,11.5%,53%
2758,Analyst_656238,CAG,Jan 6,10,33,3.3,8.1%,35%
2759,Analyst_656238,EBAY,Feb 2,10,117,11.7,2.4%,58%
2760,Analyst_656238,NKE,Dec 20,10,98,9.8,14.1%,43%
2761,Analyst_656238,BB,Dec 16,10,173,17.3,29.4%,57%
2762,Analyst_656238,HA,Jan 25,10,106,10.6,11.1%,50%
2763,Analyst_656238,CCL,Jan 25,10,27,2.7,19.8%,38%
2764,Analyst_656238,LNN,Jan 6,10,100,10,21.9%,55%
2765,Analyst_656238,LULU,Dec 9,10,127,12.7,11.7%,50%
2766,Analyst_656238,JNJ,Jan 25,10,197,19.7,1.8%,56%
2767,Analyst_656238,DRI,Dec 17,10,86,8.6,11.5%,47%
2768,Analyst_656238,JBLU,Jan 27,10,30,3,12.2%,41%
2769,Analyst_656238,GME,Mar 24,10,100,10,30.6%,47%
2770,Analyst_656238,ZUMZ,Mar 10,10,-35,-3.5,22.7%,30%
2771,Analyst_656238,PANW,Mar 1,10,105,10.5,8.9%,42%
2772,Analyst_656238,XOM,Feb 1,9,54,6,14.6%,52%
2773,Analyst_656238,MPC,Feb 2,9,134,14.9,20.0%,64%
2774,Analyst_656238,SU,Feb 2,9,66,7.3,14.7%,55%
2775,Analyst_656238,VLO,Feb 3,9,184,20.4,8.9%,57%
2776,Analyst_656238,KMI,Jan 19,9,118,13.1,4.6%,61%
2777,Analyst_656238,CNX,Feb 1,9,75,8.3,36.8%,56%
2778,Analyst_656238,MRO,Feb 16,9,150,16.7,19.9%,59%
2779,Zilvinas Speteliunas,HUBS,Feb 15,19,495,26.1,16.1%,70%
2780,Zilvinas Speteliunas,TWLO,Feb 15,19,480,25.3,29.1%,68%
2781,Zilvinas Speteliunas,EMKR,Feb 8,19,297,15.6,20.6%,67%
2782,Zilvinas Speteliunas,NUAN,Feb 8,19,330,17.4,5.4%,66%
2783,Zilvinas Speteliunas,HIMX,Feb 17,19,417,21.9,13.9%,71%
2784,Zilvinas Speteliunas,ANET,Feb 17,18,427,23.7,4.5%,68%
2785,Zilvinas Speteliunas,CSCO,Feb 16,18,352,19.6,1.3%,65%
2786,Zilvinas Speteliunas,TRMB,Feb 9,18,369,20.5,4.8%,68%
2787,Zilvinas Speteliunas,DDD,Mar 2,18,127,7.1,35.3%,55%
2788,Zilvinas Speteliunas,TRIP,Feb 16,18,181,10.1,20.6%,55%
2789,Zilvinas Speteliunas,BB,Dec 16,18,328,18.2,29.4%,67%
2790,Zilvinas Speteliunas,QCOM,Feb 2,18,385,21.4,4.6%,66%
2791,Zilvinas Speteliunas,UI,Feb 10,18,270,15,10.9%,54%
2792,Zilvinas Speteliunas,PANW,Mar 1,18,359,19.9,4.1%,66%
2793,Zilvinas Speteliunas,HPQ,Feb 23,18,341,18.9,4.1%,63%
2794,Zilvinas Speteliunas,ZUMZ,Mar 10,18,269,14.9,14.6%,66%
2795,Zilvinas Speteliunas,CCL,Jan 25,18,345,19.2,18.0%,65%
2796,Zilvinas Speteliunas,GME,Mar 24,18,165,9.2,22.0%,61%
2797,Zilvinas Speteliunas,BKNG,Mar 2,18,353,19.6,8.2%,66%
2798,Zilvinas Speteliunas,LULU,Dec 9,18,432,24,5.2%,72%
2799,Zilvinas Speteliunas,WMT,Feb 17,18,290,16.1,2.4%,66%
2800,Zilvinas Speteliunas,RTX,Jan 25,18,404,22.4,5.6%,63%
2801,Zilvinas Speteliunas,NKE,Dec 20,18,340,18.9,10.0%,63%
2802,Zilvinas Speteliunas,SYNA,Feb 10,18,269,14.9,4.6%,66%
2803,Zilvinas Speteliunas,GPRO,Feb 3,18,271,15.1,24.9%,63%
2804,Zilvinas Speteliunas,MSI,Feb 3,18,443,24.6,3.3%,70%
2805,Zilvinas Speteliunas,SATS,Feb 24,18,215,11.9,37.2%,53%
2806,Zilvinas Speteliunas,FFIV,Jan 26,18,324,18,2.0%,60%
2807,Zilvinas Speteliunas,PENN,Feb 3,18,221,12.3,22.4%,61%
2808,Zilvinas Speteliunas,SWBI,Mar 3,18,201,11.2,20.8%,55%
2809,Analyst_7821480,FND,Feb 24,1,-17,-17,11.3%,5%
2810,Analyst_169013,HD,Feb 22,1,5,5,3.8%,39%
2811,Analyst_2278908,SWBI,Mar 3,8,-85,-10.6,41.2%,10%
2812,Analyst_2278908,TSLA,Feb 2,7,19,2.7,41.2%,44%
2813,Analyst_2278908,EBAY,Feb 2,7,69,9.9,7.0%,33%
2814,Analyst_2278908,LNN,Jan 6,7,-26,-3.7,27.6%,30%
2815,Analyst_2278908,NOW,Jan 26,7,138,19.7,5.2%,55%
2816,Analyst_2278908,VFC,Jan 27,7,-60,-8.7,35.0%,23%
2817,Analyst_2278908,AMD,Feb 1,7,51,7.3,9.8%,54%
2818,Analyst_2278908,CAKE,Feb 23,6,105,17.5,21.5%,60%
2819,Analyst_2278908,PM,Feb 3,6,89,14.8,3.4%,60%
2820,Analyst_2278908,KO,Feb 9,6,107,17.8,3.6%,62%
2821,Analyst_2278908,CSII,Feb 9,6,-91,-15.2,47.5%,10%
2822,Analyst_2278908,OII,Feb 9,6,61,10.2,34.3%,51%
2823,Analyst_2278908,JNJ,Jan 25,6,96,16,3.7%,55%
2824,Analyst_2278908,CLB,Feb 2,6,3,0.5,16.4%,33%
2825,Analyst_2278908,IPG,Feb 11,6,80,13.3,18.6%,48%
2826,Analyst_2278908,CMG,Feb 8,6,64,10.7,15.4%,53%
2827,Analyst_2278908,NFLX,Jan 18,6,89,14.8,11.4%,62%
2828,Analyst_2278908,RRC,Feb 23,6,75,12.5,33.8%,63%
2829,Analyst_2278908,SLB,Jan 21,6,67,11.2,13.2%,55%
2830,Analyst_2278908,HAL,Jan 24,6,73,12.2,14.7%,61%
2831,Analyst_2278908,IBM,Jan 24,6,105,17.5,1.7%,61%
2832,Analyst_2278908,RRGB,Mar 1,5,-26,-5.2,37.0%,60%
2833,Analyst_2278908,SBUX,Jan 27,5,86,17.2,2.1%,65%
2834,Analyst_2278908,KDP,Mar 3,5,37,7.4,3.5%,51%
2835,Analyst_2278908,ADM,Feb 8,5,70,14,13.4%,58%
2836,Analyst_2278908,PII,Feb 1,5,32,6.4,12.7%,53%
2837,Analyst_2278908,MKC,Jan 27,5,40,8,5.1%,56%
2838,Analyst_2278908,OLN,Feb 8,5,42,8.4,24.1%,56%
2839,Analyst_2278908,MTN,Dec 9,5,98,19.6,7.7%,53%
2840,Analyst_2278908,PEP,Feb 10,5,113,22.6,2.1%,56%
2841,"Michael Ward, CFA",SUP,Mar 4,15,30,2,49.0%,42%
2842,"Michael Ward, CFA",AN,Feb 4,15,102,6.8,13.1%,48%
2843,"Michael Ward, CFA",PAG,Feb 10,15,58,3.9,17.5%,39%
2844,"Michael Ward, CFA",GPI,Feb 10,15,24,1.6,15.0%,36%
2845,"Michael Ward, CFA",F,Jan 27,14,113,8.1,22.0%,42%
2846,"Michael Ward, CFA",BWA,Feb 10,14,-42,-3,11.1%,27%
2847,"Michael Ward, CFA",LEA,Jan 27,14,-72,-5.1,14.9%,32%
2848,"Michael Ward, CFA",APTV,Feb 3,14,-10,-0.7,29.0%,20%
2849,"Michael Ward, CFA",GM,Feb 1,13,-52,-3.9,25.5%,9%
2850,"Michael Ward, CFA",LAD,Feb 16,12,-146,-12.2,15.5%,14%
2851,"Michael Ward, CFA",MGA,Feb 25,11,-82,-7.5,28.8%,32%
2852,"Michael Ward, CFA",LYFT,Feb 15,9,-61,-6.8,45.8%,12%
2853,Analyst_2324096,LUV,Jan 27,4,-113,-28.3,44.8%,0%
2854,Analyst_2324096,TSLA,Feb 2,4,22,5.5,44.9%,52%
2855,Analyst_2324096,LAD,Feb 16,4,-41,-10.3,11.8%,24%
2856,Analyst_2324096,WSM,Mar 16,4,-23,-5.8,12.5%,19%
2857,Analyst_2324096,BBBY,Jan 6,4,-18,-4.5,56.4%,25%
2858,Analyst_2324096,CLF,Jan 27,4,-51,-12.8,56.5%,14%
2859,Analyst_2324096,ALGT,Feb 2,4,-44,-11,42.3%,14%
2860,Analyst_2324096,JBLU,Jan 27,4,-137,-34.3,66.7%,3%
2861,Analyst_2324096,GILD,Feb 8,3,28,9.3,11.2%,46%
2862,Analyst_2324096,APD,Jan 28,3,-7,-2.3,5.5%,19%
2863,Analyst_2324096,AMZN,Feb 3,2,-4,-2,32.1%,34%
2864,Analyst_2324096,UFPI,Feb 16,2,3,1.5,20.7%,24%
2865,Analyst_2324096,CAT,Jan 27,2,21,10.5,5.6%,62%
2866,Analyst_2324096,NFLX,Jan 18,2,0,0,9.9%,27%
2867,Analyst_2324096,GE,Jan 27,2,-6,-3,25.9%,41%
2868,Analyst_2324096,AME,Feb 3,2,0,0,4.5%,27%
2869,Analyst_2324096,CMI,Feb 8,2,8,4,2.2%,44%
2870,Analyst_2324096,NKE,Dec 20,1,20,20,2.8%,82%
2871,Analyst_2324096,MCD,Jan 24,1,-7,-7,6.8%,52%
2872,Analyst_7846748,FL,Feb 25,1,19,19,1.2%,72%
2873,Analyst_8532270,DIS,Feb 8,12,162,13.5,24.3%,63%
2874,Analyst_8532270,TMO,Feb 2,12,151,12.6,5.7%,52%
2875,Analyst_8532270,CVX,Jan 28,12,173,14.4,20.3%,61%
2876,Analyst_8532270,LMT,Feb 1,12,140,11.7,5.8%,53%
2877,Analyst_8532270,AMZN,Feb 3,12,156,13,16.5%,59%
2878,Analyst_8532270,GOOGL,Feb 2,12,234,19.5,11.1%,56%
2879,Analyst_8532270,AWK,Feb 22,12,85,7.1,3.0%,51%
2880,Analyst_8532270,LOW,Feb 23,12,74,6.2,6.7%,43%
2881,Analyst_8532270,CSCO,Feb 16,12,146,12.2,1.7%,54%
2882,Analyst_8532270,V,Feb 3,12,235,19.6,2.1%,58%
2883,Analyst_8532270,MS,Jan 20,12,184,15.3,12.9%,53%
2884,Analyst_8532270,MSFT,Jan 27,12,287,23.9,3.9%,69%
2885,Analyst_8532270,INTC,Jan 26,12,179,14.9,8.8%,55%
2886,Analyst_8532270,CMI,Feb 8,12,188,15.7,8.6%,58%
2887,Analyst_8532270,PEP,Feb 10,12,180,15,3.1%,52%
2888,Analyst_8532270,AAPL,Feb 1,12,231,19.3,6.8%,66%
2889,Analyst_8532270,KMI,Jan 19,12,80,6.7,10.8%,51%
2890,Analyst_8532270,STZ,Jan 6,11,96,8.7,6.8%,53%
2891,Analyst_8532270,BAC,Jan 18,11,121,11,7.1%,53%
2892,Analyst_8532270,JPM,Jan 14,11,165,15,10.4%,50%
2893,Analyst_8532270,CSX,Jan 18,11,96,8.7,4.0%,57%
2894,Analyst_8532270,RTX,Jan 25,11,203,18.5,6.0%,52%
2895,Analyst_8532270,FDX,Dec 16,11,130,11.8,8.7%,59%
2896,Analyst_8532270,MDT,Feb 22,10,175,17.5,12.6%,64%
2897,Analyst_8532270,T,Jan 26,9,137,15.2,2.3%,60%
2898,Analyst_8532270,UPS,Feb 1,9,160,17.8,8.7%,62%
2899,Analyst_8532270,CAT,Jan 27,8,133,16.6,5.6%,69%
2900,Analyst_8532270,HD,Feb 22,8,178,22.3,4.6%,65%
2901,Analyst_8532270,NOC,Jan 27,8,76,9.5,5.8%,45%
2902,Analyst_8532270,QCOM,Feb 2,8,158,19.8,6.2%,57%
2903,Analyst_2510548,BBWI,Feb 23,4,26,6.5,24.5%,35%
2904,Analyst_6503212,TJX,Mar 2,1,8,8,14.6%,26%
2905,Analyst_6503212,AVGO,Dec 9,1,7,7,2.6%,55%
2906,Analyst_269716,HD,Feb 22,4,45,11.3,3.1%,67%
2907,Analyst_269716,ACN,Dec 16,4,40,10,3.0%,56%
2908,Analyst_269716,MU,Dec 20,1,14,14,5.2%,65%
2909,rpajam,HD,Feb 22,21,226,10.8,3.7%,57%
2910,rpajam,NVDA,Feb 17,21,284,13.5,14.5%,57%
2911,rpajam,CPRI,Feb 9,21,214,10.2,17.5%,54%
2912,rpajam,AAPL,Feb 1,20,189,9.5,6.2%,54%
2913,rpajam,AMBA,Mar 3,20,262,13.1,15.7%,53%
2914,rpajam,CRM,Mar 1,20,466,23.3,6.3%,71%
2915,rpajam,GILD,Feb 8,20,298,14.9,8.6%,54%
2916,rpajam,YELP,Feb 9,19,107,5.6,37.9%,39%
2917,rpajam,LULU,Dec 9,18,334,18.6,8.4%,63%
2918,rpajam,SJM,Feb 23,18,59,3.3,5.8%,40%
2919,rpajam,KSS,Feb 24,17,86,5.1,20.0%,44%
2920,rpajam,FOLD,Mar 2,17,79,4.6,18.5%,39%
2921,rpajam,WYNN,Feb 10,17,-174,-10.2,34.6%,18%
2922,rpajam,CHKP,Feb 2,17,216,12.7,1.8%,52%
2923,rpajam,MU,Dec 20,17,221,13,9.0%,55%
2924,rpajam,NKE,Dec 20,17,304,17.9,10.3%,66%
2925,rpajam,CSCO,Feb 16,17,57,3.4,3.3%,31%
2926,rpajam,IBM,Jan 24,16,-12,-0.8,6.5%,43%
2927,rpajam,NFLX,Jan 18,16,18,1.1,10.7%,48%
2928,rpajam,BABA,Feb 2,16,122,7.6,9.7%,49%
2929,rpajam,JPM,Jan 14,16,304,19,7.4%,69%
2930,rpajam,WFC,Jan 14,16,100,6.3,13.2%,52%
2931,rpajam,GS,Jan 18,16,179,11.2,17.1%,53%
2932,rpajam,EBAY,Feb 2,16,-107,-6.7,5.1%,32%
2933,rpajam,INTC,Jan 26,16,166,10.4,9.0%,56%
2934,rpajam,AAOI,Feb 24,16,-136,-8.5,40.2%,30%
2935,rpajam,CORT,Feb 24,16,-67,-4.2,17.4%,34%
2936,rpajam,ABBV,Jan 28,15,190,12.7,2.3%,61%
2937,rpajam,ONTO,Feb 10,14,49,3.5,18.3%,28%
2938,rpajam,NTNX,Mar 3,14,186,13.3,20.0%,50%
2939,Analyst_9402829,AMZN,Feb 3,9,-37,-4.1,21.0%,33%
2940,Analyst_9402829,MSFT,Jan 27,8,-3,-0.4,9.2%,21%
2941,Analyst_9402829,NXPI,Feb 2,7,-158,-22.6,23.1%,5%
2942,Analyst_9402829,AMD,Feb 1,6,-66,-11,18.5%,14%
2943,Analyst_9402829,MU,Dec 20,6,-69,-11.5,11.9%,31%
2944,Analyst_9402829,INTC,Jan 26,6,0,0,13.9%,25%
2945,Analyst_9402829,GWRE,Mar 3,6,89,14.8,22.8%,60%
2946,Analyst_9402829,BKNG,Mar 2,5,-157,-31.4,63.8%,13%
2947,Analyst_9402829,GOOGL,Feb 2,5,-17,-3.4,17.2%,31%
2948,Analyst_9402829,VEEV,Mar 1,5,-77,-15.4,10.5%,3%
2949,Analyst_9402829,ALGN,Feb 3,5,15,3,38.3%,43%
2950,Analyst_9402829,ALB,Feb 16,5,-33,-6.6,12.9%,30%
2951,Analyst_9402829,CAT,Jan 27,4,-121,-30.3,47.5%,4%
2952,Analyst_9402829,DAL,Jan 18,4,-157,-39.3,81.4%,1%
2953,Analyst_9402829,WDC,Jan 27,4,56,14,7.4%,58%
2954,Analyst_9402829,AAPL,Feb 1,4,52,13,6.5%,56%
2955,Analyst_9402829,QCOM,Feb 2,4,-120,-30,17.8%,1%
2956,Analyst_9402829,CSCO,Feb 16,4,-57,-14.3,7.3%,12%
2957,Analyst_9402829,ANET,Feb 17,4,-154,-38.5,21.2%,0%
2958,Analyst_9402829,FB,Feb 2,4,-80,-20,24.3%,4%
2959,Analyst_9402829,TWTR,Feb 10,4,-48,-12,42.2%,19%
2960,Analyst_9402829,AMAT,Feb 16,4,-33,-8.3,10.3%,15%
2961,Analyst_9402829,NVDA,Feb 17,4,-41,-10.3,21.1%,20%
2962,Analyst_9402829,ON,Feb 4,4,-74,-18.5,41.1%,6%
2963,Analyst_9402829,TXN,Jan 26,4,-18,-4.5,12.5%,18%
2964,Analyst_9402829,V,Feb 3,4,-147,-36.8,27.2%,0%
2965,Analyst_9402829,ADBE,Dec 16,4,78,19.5,1.9%,53%
2966,Analyst_9402829,ZM,Mar 9,4,-76,-19,60.4%,2%
2967,Analyst_9402829,TSN,Feb 10,4,-77,-19.3,19.0%,8%
2968,Analyst_9402829,THO,Mar 7,4,12,3,25.8%,49%
2969,Analyst_5184679,BBY,Mar 2,14,38,2.7,8.2%,41%
2970,Analyst_5184679,IBM,Jan 24,12,184,15.3,2.2%,63%
2971,Analyst_5184679,WMT,Feb 17,8,51,6.4,3.5%,48%
2972,Analyst_5184679,T,Jan 26,1,15,15,0.9%,65%
2973,Analyst_5437074,FDS,Dec 21,2,15,7.5,2.0%,41%
2974,Analyst_5437074,WGO,Dec 17,2,-8,-4,6.5%,60%
2975,Analyst_5437074,UNFI,Mar 9,2,27,13.5,4.6%,48%
2976,Analyst_5437074,LEN,Dec 15,2,-6,-3,5.1%,31%
2977,Analyst_5437074,CCL,Jan 25,2,-17,-8.5,8.9%,30%
2978,Analyst_5437074,NEOG,Dec 21,2,22,11,3.2%,66%
2979,Analyst_5437074,CTAS,Dec 22,2,-2,-1,2.8%,39%
2980,Analyst_5437074,NKE,Dec 20,2,7,3.5,8.7%,35%
2981,Analyst_5437074,GIS,Dec 21,2,19,9.5,2.1%,64%
2982,Analyst_5437074,CAG,Jan 6,1,8,8,4.2%,31%
2983,Analyst_5437074,KBH,Jan 12,1,-4,-4,7.7%,63%
2984,Analyst_5437074,CROX,Mar 2,1,-7,-7,36.0%,35%
2985,Analyst_5437074,PVH,Mar 30,1,-4,-4,1.6%,60%
2986,Analyst_5437074,OXM,Mar 24,1,21,21,22.6%,74%
2987,Analyst_5437074,CASY,Mar 7,1,4,4,7.0%,48%
2988,Analyst_5437074,CBT,Jan 31,1,19,19,14.9%,54%
2989,Analyst_5437074,DIS,Feb 8,1,31,31,2.2%,84%
2990,Analyst_5437074,SCHL,Dec 23,1,22,22,7.8%,88%
2991,Analyst_5437074,CCEP,Feb 17,1,6,6,1.6%,49%
2992,Analyst_5437074,F,Jan 27,1,-7,-7,57.0%,45%
2993,Analyst_5437074,THO,Mar 7,1,8,8,21.1%,46%
2994,Analyst_5437074,WWE,Feb 10,1,-11,-11,25.7%,3%
2995,Analyst_5437074,ZVO,Feb 23,1,-8,-8,50.6%,28%
2996,Analyst_5437074,IRBT,Feb 9,1,11,11,9.3%,51%
2997,Analyst_5437074,CALM,Jan 7,1,11,11,65.5%,18%
2998,Analyst_5437074,GIII,Mar 24,1,24,24,20.4%,51%
2999,Analyst_5437074,GRMN,Feb 23,1,-10,-10,21.3%,13%
3000,Analyst_5437074,JAKK,Feb 24,1,-9,-9,61.6%,14%
3001,Analyst_5437074,VRA,Mar 9,1,-4,-4,1.5%,62%
3002,Analyst_5437074,MKC,Jan 27,1,19,19,3.1%,44%
3003,Analyst_3642898,AAP,Feb 22,4,-36,-9,18.2%,15%
3004,Analyst_3642898,TWTR,Feb 10,1,13,13,11.2%,52%
3005,Analyst_3642898,AA,Jan 19,1,-3,-2,17.5%,81%
3006,Analyst_3495376,BBY,Mar 2,1,22,22,0.5%,85%
3007,skrrrreeeeeeee,COST,Dec 9,4,43,10.8,5.8%,50%
3008,skrrrreeeeeeee,TSLA,Feb 2,4,22,5.5,36.6%,50%
3009,skrrrreeeeeeee,HD,Feb 22,4,-22,-5.5,10.9%,28%
3010,skrrrreeeeeeee,TGT,Mar 8,4,-46,-11.5,29.9%,18%
3011,skrrrreeeeeeee,GE,Jan 27,4,-120,-30,60.7%,4%
3012,skrrrreeeeeeee,ODFL,Feb 3,4,-64,-16,27.6%,20%
3013,skrrrreeeeeeee,AAPL,Feb 1,4,56,14,6.0%,65%
3014,skrrrreeeeeeee,QCOM,Feb 2,4,-37,-9.3,11.2%,22%
3015,skrrrreeeeeeee,FB,Feb 2,4,-6,-1.5,9.1%,36%
3016,skrrrreeeeeeee,GRUB,Dec 10,4,-109,-27.3,57.0%,6%
3017,skrrrreeeeeeee,GOOGL,Feb 2,4,-1,-0.3,14.7%,44%
3018,skrrrreeeeeeee,MA,Feb 3,4,-108,-27,25.5%,6%
3019,skrrrreeeeeeee,INTU,Feb 24,4,-14,-3.5,32.8%,13%
3020,skrrrreeeeeeee,MSFT,Jan 27,4,39,9.8,7.2%,37%
3021,skrrrreeeeeeee,UBER,Feb 9,4,-12,-3,25.2%,38%
3022,"Bret Jordan, CFA",LAD,Feb 16,22,-152,-6.9,17.1%,22%
3023,"Bret Jordan, CFA",AN,Feb 4,19,10,0.5,9.0%,34%
3024,"Bret Jordan, CFA",AZO,Mar 1,17,111,6.5,4.0%,51%
3025,"Bret Jordan, CFA",AAP,Feb 22,17,64,3.8,8.7%,52%
3026,"Bret Jordan, CFA",CPRT,Feb 22,17,-41,-2.4,8.3%,30%
3027,"Bret Jordan, CFA",DORM,Feb 28,16,101,6.3,12.5%,46%
3028,"Bret Jordan, CFA",MNRO,Feb 3,16,27,1.7,6.8%,40%
3029,"Bret Jordan, CFA",SAH,Feb 22,15,28,1.9,10.0%,43%
3030,"Bret Jordan, CFA",SMP,Feb 22,15,88,5.9,10.5%,53%
3031,"Bret Jordan, CFA",GPC,Feb 22,15,-4,-0.3,3.1%,32%
3032,"Bret Jordan, CFA",SNA,Feb 3,15,-41,-2.7,2.6%,28%
3033,"Bret Jordan, CFA",ABG,Feb 8,15,-54,-3.6,5.9%,27%
3034,"Bret Jordan, CFA",ORLY,Feb 9,15,45,3,2.3%,46%
3035,"Bret Jordan, CFA",LKQ,Feb 24,14,-75,-5.2,5.7%,27%
3036,"Bret Jordan, CFA",KAR,Feb 22,11,-32,-2.9,11.1%,33%
3037,"Bret Jordan, CFA",CWH,Mar 10,7,8,1.1,39.2%,39%
3038,Philip Mascherino,FB,Feb 2,26,499,19.2,5.8%,65%
3039,Philip Mascherino,MSFT,Jan 27,25,561,22.4,4.9%,69%
3040,Philip Mascherino,AMZN,Feb 3,25,257,10.3,23.5%,46%
3041,Philip Mascherino,GOOGL,Feb 2,24,276,11.5,6.4%,56%
3042,Philip Mascherino,V,Feb 3,22,330,15,2.6%,55%
3043,Philip Mascherino,AAPL,Feb 1,21,361,17.2,4.3%,59%
3044,Philip Mascherino,MA,Feb 3,20,280,14,3.8%,51%
3045,Philip Mascherino,BKNG,Mar 2,20,301,15.1,3.3%,64%
